year,run_length,rating,num_raters,num_reviews,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,release_year,country,Australia,Brazil,Canada,China,France,Germany,Hungary,India,Ireland,Italy,Japan,Kazakhstan,Malaysia,Mexico,Netherlands,Poland,Portugal,South Korea,Soviet Union,Sweden,Turkey,UK,USA
2015,120,8.1,848014,1990,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,138,7.9,841239,4794,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,127,8.1,836798,1133,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,142,7.2,826508,2037,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,149,8.4,784785,4248,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,107,8.0,779037,885,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1979,117,8.4,762796,1423,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1979,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,91,7.7,751308,2090,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,130,7.2,735571,1314,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1971,136,8.3,735084,1553,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1972,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,144,8.0,734927,1312,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,124,6.9,718921,882,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,141,7.3,717523,1303,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,136,7.7,714448,937,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,124,7.0,701924,881,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,143,7.0,675231,2747,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1982,117,8.1,673129,1541,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1982,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,121,7.3,671754,2124,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,132,8.0,647272,821,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,147,7.8,638736,1410,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1986,137,8.3,635166,1280,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1986,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,131,7.7,634152,767,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,112,7.9,627698,1375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,137,8.1,621181,1559,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,151,6.4,608230,3696,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,134,7.3,587394,3190,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,144,7.0,586898,1869,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1968,149,8.3,582726,2143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1968,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,113,7.9,581945,967,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,127,7.9,570082,1650,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,116,7.9,569765,1861,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,124,7.0,566277,1531,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,104,7.4,559248,1447,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,136,6.9,547661,1342,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,133,7.8,534491,1763,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,127,7.3,529345,1450,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,113,7.4,523456,761,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,126,8.0,518285,1060,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,145,7.0,516794,939,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,105,7.4,516619,485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,138,7.2,503185,2781,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,134,7.4,501727,1105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,133,7.4,488800,1356,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,105,7.6,488751,706,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,115,7.1,488325,839,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,139,6.2,486585,2061,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,124,7.0,474456,1006,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,104,6.7,473265,1955,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,108,7.8,462381,412,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1989,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,131,6.9,458119,1240,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,107,6.6,457518,712,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,132,7.7,457107,1243,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,109,7.9,452558,1342,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,113,7.6,441951,1180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,129,6.8,437028,2126,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,89,6.4,430676,1137,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,112,6.7,423889,797,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,126,7.7,423434,852,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,126,6.7,420261,607,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,123,6.9,417001,7184,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,109,6.6,411958,915,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,142,6.6,407309,1181,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,116,6.5,406710,2838,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,124,6.4,406360,1223,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,123,6.6,401820,611,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,118,7.4,389699,335,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,151,6.7,387963,1224,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,90,7.5,385789,2882,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,144,6.9,381865,830,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,154,6.2,378545,939,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,149,6.0,377753,1494,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,109,6.3,369941,1719,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,123,6.4,368278,1634,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,129,6.6,367727,653,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,107,7.8,362463,783,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,109,6.7,361536,533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1982,115,7.8,359808,610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1982,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1982,109,8.1,356790,1095,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1982,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,140,7.5,348661,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,158,5.8,345451,1174,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,138,7.3,341453,609,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1997,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,115,6.5,337484,1083,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,201,8.9,1593859,3681,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,179,8.7,1440188,2559,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977,121,8.6,1197132,1834,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1977,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1980,124,8.7,1124834,1214,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,189,8.6,1101707,1725,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,162,7.8,1096125,3415,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,143,8.0,997264,2186,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,131,8.3,922278,828,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1983,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,169,7.8,743338,1430,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,130,8.1,737642,953,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,115,7.0,726753,915,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,136,6.5,708990,3843,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,140,7.5,690205,3553,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,151,7.3,641045,1889,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,142,6.5,621911,3652,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,152,7.6,618786,1737,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,118,8.2,603269,1271,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,161,7.8,588294,985,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,169,7.1,582275,1290,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,123,6.0,581986,2253,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,112,6.9,578425,695,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,115,7.5,573177,945,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,166,7.8,572217,948,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,127,7.9,567025,914,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2012,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,101,8.0,566223,769,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1993,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,152,7.0,543307,6691,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,161,7.4,531256,930,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,141,7.4,531221,2179,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,142,7.9,528503,1592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,157,7.7,526115,1980,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,88,7.6,507361,713,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1975,91,8.2,488482,774,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1979,India,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,136,6.6,469914,535,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,144,7.4,461617,883,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,146,7.7,459135,691,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,105,7.9,434894,656,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1990,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,92,6.4,434772,654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,122,5.2,413276,1654,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,125,8.0,406042,874,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2004,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,132,7.3,395319,820,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,130,8.6,385375,939,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1947,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,124,7.0,382315,1056,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,98,8.1,382045,844,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1987,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,94,7.7,376575,609,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2011,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,108,6.4,374817,790,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,120,6.4,367091,1997,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,102,8.0,364936,681,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1939,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,112,7.5,364197,663,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,101,6.8,363587,640,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2003,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,143,6.9,356904,1506,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2005,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,123,7.3,353658,1589,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,110,6.7,353620,779,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2008,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
